NDF-RT,SNOMED,CommonName,Score,ICD11Code,SpecificMatch,BroadName
N0000147828,30605009,Major depression in partial remission,76.92307692,6,"Mental, behavioural or neurodevelopmental disorders","Delusional disorder, in partial remission"
N0000147828,42810003,Major depression in remission,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,70747007,"Major depression single episode, in partial remission",76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,320751009,"Major depression, melancholic type",59.74025974,6,"Mental, behavioural or neurodevelopmental disorders",Current depressive episode with melancholia
N0000147828,36923009,"Major depression, single episode",78.78787879,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000147828,19527009,Single episode of major depression in full remission,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,370143000,Major depressive disorder,86.36363636,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000147828,42925002,"Major depressive disorder, single episode with atypical features",84.74576271,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000147828,69392006,"Major depressive disorder, single episode with catatonic features",84.74576271,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000147828,63778009,"Major depressive disorder, single episode with melancholic features",84.74576271,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000147828,231500002,Masked depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,84788008,Menopausal depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,310495003,Mild depression,80,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,87512008,Mild major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,79298009,"Mild major depression, single episode",76.05633803,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000147828,40379007,Mild recurrent major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,231504006,Mixed anxiety and depressive disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Mixed depressive and anxiety disorder
N0000147828,54230003,Mixed insomnia,72.72727273,7,Sleep-wake disorders,Insomnia disorders
N0000147828,310496002,Moderate depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,832007,Moderate major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,15639000,"Moderate major depression, single episode",77.33333333,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000147828,18818009,Moderate recurrent major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,248256006,Not getting enough sleep,55.81395349,3,Diseases of the blood or blood-forming organs,Infection of spleen
N0000147828,191997003,Persistent insomnia,68.96551724,4,Diseases of the immune system,Persistent hyperplasia of thymus
N0000147828,82218004,Postoperative depression,100,X,Extension Codes,Postoperative
N0000147828,192079006,Postviral depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,83176005,Primary dysthymia,84.84848485,8,Diseases of the nervous system,Primary dystonia
N0000147828,38451003,Primary dysthymia early onset,73.68421053,1,Certain infectious or parasitic diseases,Primary yaws
N0000147828,67711008,Primary dysthymia late onset,73.68421053,1,Certain infectious or parasitic diseases,Primary yaws
N0000147828,3972004,Primary insomnia,81.25,8,Diseases of the nervous system,Primary dystonia
N0000147828,201017004,Prurigo mitis,100,14,Diseases of the skin,Prurigo
N0000147828,55608001,Prurigo simplex,100,14,Diseases of the skin,Prurigo
N0000147828,64144002,Pruritic rash,66.66666667,14,Diseases of the skin,Pruritus
N0000147828,90446007,Pruritus ani,100,14,Diseases of the skin,Pruritus
N0000147828,403575000,Pruritus due to systemic disorder,100,14,Diseases of the skin,Pruritus
N0000147828,279333002,Pruritic disorder,82.05128205,6,"Mental, behavioural or neurodevelopmental disorders",Frotteuristic disorder
N0000147828,40568001,Recurrent brief depressive disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000147828,191616006,Recurrent depression,77.55102041,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000147828,66344007,Recurrent major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,46244001,Recurrent major depression in full remission,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,33135002,Recurrent major depression in partial remission,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,68019004,Recurrent major depression in remission,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,38694004,Recurrent major depressive disorder with atypical features,100,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000147828,39809009,Recurrent major depressive disorder with catatonic features,100,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000147828,319768000,Recurrent major depressive disorder with melancholic features,100,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000147828,268621008,Recurrent major depressive episodes,84.375,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000147828,191615005,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000147828,191610000,"Recurrent major depressive episodes, mild",81.63265306,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000147828,191611001,"Recurrent major depressive episodes, moderate",81.63265306,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000147828,191613003,"Recurrent major depressive episodes, severe, with psychosis",81.63265306,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000147828,310497006,Severe depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,73867007,Severe major depression with psychotic features,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,33736005,"Severe major depression with psychotic features, mood-congruent",76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,60099002,"Severe major depression with psychotic features, mood-incongruent",76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,75084000,Severe major depression without psychotic features,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,430852001,"Severe major depression, single episode, with psychotic features",63.15789474,1,Certain infectious or parasitic diseases,Severe dengue
N0000147828,77911002,"Severe major depression, single episode, with psychotic features, mood-congruent",63.15789474,1,Certain infectious or parasitic diseases,Severe dengue
N0000147828,20250007,"Severe major depression, single episode, with psychotic features, mood-incongruent",63.15789474,1,Certain infectious or parasitic diseases,Severe dengue
N0000147828,76441001,"Severe major depression, single episode, without psychotic features",63.15789474,1,Certain infectious or parasitic diseases,Severe dengue
N0000147828,281000119103,Severe recurrent major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,28475009,Severe recurrent major depression with psychotic features,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,33078009,"Severe recurrent major depression with psychotic features, mood-congruent",76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,15193003,"Severe recurrent major depression with psychotic features, mood-incongruent",76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,36474008,Severe recurrent major depression without psychotic features,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000147828,268620009,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000147828,191606003,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000147828,191601008,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000147828,191602001,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000147828,191604000,"Single major depressive episode, severe, with psychosis",66.66666667,6,"Mental, behavioural or neurodevelopmental disorders",Depressive disorders
N0000147828,248259004,Symptoms interfere with sleep,66.66666667,21,"Symptoms, signs or clinical findings, not elsewhere classified",General symptoms
N0000147828,67062000,Terminal insomnia,72.22222222,7,Sleep-wake disorders,Short-term insomnia
N0000147828,126485001,Urticaria,100,14,Diseases of the skin,Cholinergic urticaria or related conditions
N0000147828,193462001,Insomnia,100,7,Sleep-wake disorders,Insomnia disorders
N0000177933,127034005,Pancytopenia,69.56521739,4,Diseases of the immune system,Neutropenia
N0000177933,306058006,Aplastic anemia,96.77419355,3,Diseases of the blood or blood-forming organs,Aplastic anaemia
N0000177933,87902006,Thrombocytopenia due to non-immune destruction,100,3,Diseases of the blood or blood-forming organs,Thrombocytopenia
N0000177933,32273002,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000177933,78345002,Thrombocytopenia due to diminished platelet production,100,3,Diseases of the blood or blood-forming organs,Thrombocytopenia
N0000147399,396275006,Osteoarthritis,100,15,Diseases of the musculoskeletal system or connective tissue,Osteoarthritis
N0000147399,69896004,Rheumatoid arthritis,100,15,Diseases of the musculoskeletal system or connective tissue,Rheumatoid arthritis
N0000147399,9631008,Ankylosing spondylitis,57.77777778,4,Diseases of the immune system,Single organ vasculitis
N0000147399,301361000,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000147399,266599000,Dysmenorrhea,60,14,Diseases of the skin,Morphoea
N0000147399,213299007,Postoperative pain,100,X,Extension Codes,Postoperative
N0000147399,45177002,Swelling of structure of eye,64.86486486,15,Diseases of the musculoskeletal system or connective tissue,Certain specified disorders of bone density or structure
N0000148691,1581000119101,Dementia of the Alzheimer type with behavioral disturbance,100,6,"Mental, behavioural or neurodevelopmental disorders",Dementia
N0000148691,52448006,Dementia,100,6,"Mental, behavioural or neurodevelopmental disorders",Dementia
N0000148691,80098002,Diffuse Lewy body disease,100,8,Diseases of the nervous system,Lewy body disease
N0000182968,68328006,Centriacinar emphysema,100,12,Diseases of the respiratory system,Emphysema
N0000182968,195957006,Chronic bullous emphysema,100,12,Diseases of the respiratory system,Emphysema
N0000182968,13645005,Chronic obstructive pulmonary disease,100,12,Diseases of the respiratory system,Chronic obstructive pulmonary disease
N0000182968,196001008,Chronic obstructive pulmonary disease with acute lower respiratory infection,100,12,Diseases of the respiratory system,Chronic obstructive pulmonary disease
N0000182968,135836000,End stage chronic obstructive pulmonary disease,100,12,Diseases of the respiratory system,Chronic obstructive pulmonary disease
N0000182968,313296004,Mild chronic obstructive pulmonary disease,100,12,Diseases of the respiratory system,Chronic obstructive pulmonary disease
N0000182968,313297008,Moderate chronic obstructive pulmonary disease,100,12,Diseases of the respiratory system,Chronic obstructive pulmonary disease
N0000182968,4981000,Panacinar emphysema,100,12,Diseases of the respiratory system,Emphysema
N0000182968,31898008,Paraseptal emphysema,100,12,Diseases of the respiratory system,Emphysema
N0000182968,87433001,Pulmonary emphysema,100,12,Diseases of the respiratory system,Emphysema
N0000182968,313299006,Severe chronic obstructive pulmonary disease,100,12,Diseases of the respiratory system,Chronic obstructive pulmonary disease
N0000185033,190905008,Cystic fibrosis,100,12,Diseases of the respiratory system,Cystic fibrosis
N0000186142,398036000,Familial hypercholesterolemia,100,X,Extension Codes,Familial
N0000146586,125666000,Burn,100,X,Extension Codes,Extent of body surface with full thickness or deep full thickness burn
N0000147923,245754007,Gastro-esophageal reflux disease with ulceration,80.43478261,19,Certain conditions originating in the perinatal period,Gastro-oesophageal reflux disease in newborn
N0000147923,235595009,Gastroesophageal reflux disease,96.875,13,Diseases of the digestive system,Gastro-oesophageal reflux disease
N0000147923,371101003,Gastroesophageal reflux disease with apnea,82.66666667,13,Diseases of the digestive system,Gastro-oesophageal reflux disease
N0000147923,371132002,Hiatal hernia with gastroesophageal reflux,62.79069767,19,Certain conditions originating in the perinatal period,Gastro-oesophageal reflux disease in newborn
N0000147923,266435005,Gastroesophageal reflux disease without esophagitis,73.80952381,13,Diseases of the digestive system,Gastro-oesophageal reflux disease
N0000147923,236084000,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000147923,34140002,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000147923,1488000,Postoperative nausea and vomiting,100,X,Extension Codes,Postoperative
N0000147923,65749006,"Gastroesophageal reflux study, radiographic",62.06896552,19,Certain conditions originating in the perinatal period,Gastro-oesophageal reflux disease in newborn
N0000147923,199004,Decreased lactation,74.28571429,21,"Symptoms, signs or clinical findings, not elsewhere classified",Decreased libido
N0000147923,75994008,Nondiabetic gastroparesis,57.77777778,19,Certain conditions originating in the perinatal period,Neonatal listeriosis
N0000147923,90325002,Vomiting of pregnancy,100,X,Extension Codes,Pregnancy
N0000147923,235677003,Bezoar,50,1,Certain infectious or parasitic diseases,Zoster
N0000147923,235675006,Gastroparesis syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000147923,65958008,Hiccoughs,71.42857143,21,"Symptoms, signs or clinical findings, not elsewhere classified",Cough
N0000147923,91173007,Nausea and vomiting caused by radiation,61.33333333,14,Diseases of the skin,Dermatoses due to ionizing radiation
N0000186782,398036000,Familial hypercholesterolemia,100,X,Extension Codes,Familial
N0000186782,13644009,Hypercholesterolemia,64.51612903,22,"Injury, poisoning or certain other consequences of external causes",Hypothermia
N0000148602,230493001,Mixed sleep apnea,68.42105263,7,Sleep-wake disorders,Central sleep apnoeas
N0000148602,60380001,Narcolepsy,100,7,Sleep-wake disorders,Narcolepsy
N0000148602,78275009,Obstructive sleep apnea syndrome,82.92682927,7,Sleep-wake disorders,Obstructive sleep apnoea
N0000148602,73430006,Sleep apnea,68.75,7,Sleep-wake disorders,Central sleep apnoeas
N0000148602,79280005,Hypersomnia with sleep apnea,72.72727273,7,Sleep-wake disorders,Hypersomnia associated with a mental disorder
N0000148602,230490003,Excessive day and night-time sleepiness,54.28571429,18,"Pregnancy, childbirth or the puerperium",Excessive vomiting in pregnancy
N0000148602,406506008,Attention deficit hyperactivity disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Attention deficit hyperactivity disorder
N0000148602,24700007,Multiple sclerosis,100,8,Diseases of the nervous system,Multiple sclerosis or other white matter disorders
N0000148602,84229001,Fatigue,100,8,Diseases of the nervous system,Postviral fatigue syndrome
N0000148832,233933006,Cardiac transplant rejection,78.26086957,11,Diseases of the circulatory system,Cardiac transplant associated coronary allograft vasculopathy
N0000148832,235911006,Liver transplant rejection,62.33766234,22,"Injury, poisoning or certain other consequences of external causes",Failure or rejection of transplanted organs or tissues
N0000148832,236570004,Renal transplant rejection,62.33766234,22,"Injury, poisoning or certain other consequences of external causes",Failure or rejection of transplanted organs or tissues
N0000148832,234646005,Graft versus host disease,76,4,Diseases of the immune system,Graft-versus-host disease
N0000148832,68815009,SLE glomerulonephritis syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000148832,52254009,Nephrotic syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000148832,213148006,Transplanted organ rejection,88,22,"Injury, poisoning or certain other consequences of external causes",Failure or rejection of transplanted organs or tissues
N0000148832,402355000,Acute graft-versus-host disease,100,4,Diseases of the immune system,Graft-versus-host disease
N0000148832,402356004,Chronic graft-versus-host disease,100,4,Diseases of the immune system,Graft-versus-host disease
N0000146578,68566005,Urinary tract infectious disease,85.71428571,13,Diseases of the digestive system,Infectious liver disease
N0000148387,83458005,Agitated depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,191659001,Atypical depressive disorder,80.85106383,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148387,191627008,"Bipolar affective disorder, current episode depression",76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,191634005,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148387,191629006,"Bipolar affective disorder, currently depressed, mild",62.29508197,6,"Mental, behavioural or neurodevelopmental disorders","Delusional disorder, currently symptomatic"
N0000148387,191630001,"Bipolar affective disorder, currently depressed, moderate",62.29508197,6,"Mental, behavioural or neurodevelopmental disorders","Delusional disorder, currently symptomatic"
N0000148387,191632009,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148387,29929003,"Bipolar I disorder, most recent episode depressed with atypical features",78.26086957,21,"Symptoms, signs or clinical findings, not elsewhere classified",Depressed mood
N0000148387,75752004,"Bipolar I disorder, most recent episode depressed with melancholic features",78.26086957,21,"Symptoms, signs or clinical findings, not elsewhere classified",Depressed mood
N0000148387,16295005,"Bipolar II disorder, most recent episode major depressive",69.23076923,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148387,43568002,"Bipolar II disorder, most recent episode major depressive with atypical features",69.6969697,6,"Mental, behavioural or neurodevelopmental disorders",Current depressive episode with melancholia
N0000148387,22407005,"Bipolar II disorder, most recent episode major depressive with catatonic features",69.6969697,6,"Mental, behavioural or neurodevelopmental disorders",Current depressive episode with melancholia
N0000148387,34315001,"Bipolar II disorder, most recent episode major depressive with melancholic features",69.6969697,6,"Mental, behavioural or neurodevelopmental disorders",Current depressive episode with melancholia
N0000148387,51637008,"Chronic bipolar I disorder, most recent episode depressed",78.26086957,21,"Symptoms, signs or clinical findings, not elsewhere classified",Depressed mood
N0000148387,1196001,"Chronic bipolar II disorder, most recent episode major depressive",69.23076923,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148387,192080009,Chronic depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,442057004,Chronic depressive personality disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Personality disorder
N0000148387,14183003,"Chronic major depressive disorder, single episode",84.74576271,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148387,2618002,Chronic recurrent major depressive disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000148387,49468007,Depressed bipolar I disorder,87.80487805,6,"Mental, behavioural or neurodevelopmental disorders",Bipolar type I disorder
N0000148387,22121000,Depressed bipolar I disorder in full remission,87.80487805,6,"Mental, behavioural or neurodevelopmental disorders",Bipolar type I disorder
N0000148387,49512000,Depressed bipolar I disorder in partial remission,87.80487805,6,"Mental, behavioural or neurodevelopmental disorders",Bipolar type I disorder
N0000148387,53607008,Depressed bipolar I disorder in remission,87.80487805,6,"Mental, behavioural or neurodevelopmental disorders",Bipolar type I disorder
N0000148387,35489007,Depressive disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148387,78667006,Dysthymia,66.66666667,12,Diseases of the respiratory system,Asthma
N0000148387,2506003,Early onset dysthymia,57.14285714,1,Certain infectious or parasitic diseases,Early syphilis
N0000148387,300706003,Endogenous depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,274948002,Endogenous depression - recurrent,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,231499006,Endogenous depression first episode,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,321717001,Involutional depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,19694002,Late onset dysthymia,55.55555556,13,Diseases of the digestive system,Infant dyschezia
N0000148387,63412003,Major depression in full remission,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,30605009,Major depression in partial remission,76.92307692,6,"Mental, behavioural or neurodevelopmental disorders","Delusional disorder, in partial remission"
N0000148387,42810003,Major depression in remission,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,70747007,"Major depression single episode, in partial remission",76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,320751009,"Major depression, melancholic type",59.74025974,6,"Mental, behavioural or neurodevelopmental disorders",Current depressive episode with melancholia
N0000148387,36923009,"Major depression, single episode",78.78787879,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148387,19527009,Single episode of major depression in full remission,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,370143000,Major depressive disorder,86.36363636,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148387,42925002,"Major depressive disorder, single episode with atypical features",84.74576271,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148387,69392006,"Major depressive disorder, single episode with catatonic features",84.74576271,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148387,63778009,"Major depressive disorder, single episode with melancholic features",84.74576271,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148387,231500002,Masked depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,84788008,Menopausal depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,74686005,Mild depressed bipolar I disorder,87.80487805,6,"Mental, behavioural or neurodevelopmental disorders",Bipolar type I disorder
N0000148387,310495003,Mild depression,80,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,87512008,Mild major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,79298009,"Mild major depression, single episode",76.05633803,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148387,40379007,Mild recurrent major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,66631006,Moderate depressed bipolar I disorder,87.80487805,6,"Mental, behavioural or neurodevelopmental disorders",Bipolar type I disorder
N0000148387,310496002,Moderate depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,832007,Moderate major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,15639000,"Moderate major depression, single episode",77.33333333,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148387,18818009,Moderate recurrent major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,82218004,Postoperative depression,100,X,Extension Codes,Postoperative
N0000148387,83176005,Primary dysthymia,84.84848485,8,Diseases of the nervous system,Primary dystonia
N0000148387,38451003,Primary dysthymia early onset,73.68421053,1,Certain infectious or parasitic diseases,Primary yaws
N0000148387,67711008,Primary dysthymia late onset,73.68421053,1,Certain infectious or parasitic diseases,Primary yaws
N0000148387,40568001,Recurrent brief depressive disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000148387,191616006,Recurrent depression,77.55102041,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000148387,66344007,Recurrent major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,46244001,Recurrent major depression in full remission,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,33135002,Recurrent major depression in partial remission,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,68019004,Recurrent major depression in remission,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,38694004,Recurrent major depressive disorder with atypical features,100,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000148387,39809009,Recurrent major depressive disorder with catatonic features,100,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000148387,319768000,Recurrent major depressive disorder with melancholic features,100,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000148387,268621008,Recurrent major depressive episodes,84.375,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000148387,191615005,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148387,191610000,"Recurrent major depressive episodes, mild",81.63265306,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000148387,191611001,"Recurrent major depressive episodes, moderate",81.63265306,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000148387,191613003,"Recurrent major depressive episodes, severe, with psychosis",81.63265306,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000148387,59617007,Severe depressed bipolar I disorder with psychotic features,87.80487805,6,"Mental, behavioural or neurodevelopmental disorders",Bipolar type I disorder
N0000148387,54761006,"Severe depressed bipolar I disorder with psychotic features, mood-congruent",87.80487805,6,"Mental, behavioural or neurodevelopmental disorders",Bipolar type I disorder
N0000148387,26203008,"Severe depressed bipolar I disorder with psychotic features, mood-incongruent",87.80487805,6,"Mental, behavioural or neurodevelopmental disorders",Bipolar type I disorder
N0000148387,61403008,Severe depressed bipolar I disorder without psychotic features,87.80487805,6,"Mental, behavioural or neurodevelopmental disorders",Bipolar type I disorder
N0000148387,310497006,Severe depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,73867007,Severe major depression with psychotic features,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,33736005,"Severe major depression with psychotic features, mood-congruent",76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,60099002,"Severe major depression with psychotic features, mood-incongruent",76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,75084000,Severe major depression without psychotic features,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,430852001,"Severe major depression, single episode, with psychotic features",63.15789474,1,Certain infectious or parasitic diseases,Severe dengue
N0000148387,77911002,"Severe major depression, single episode, with psychotic features, mood-congruent",63.15789474,1,Certain infectious or parasitic diseases,Severe dengue
N0000148387,20250007,"Severe major depression, single episode, with psychotic features, mood-incongruent",63.15789474,1,Certain infectious or parasitic diseases,Severe dengue
N0000148387,76441001,"Severe major depression, single episode, without psychotic features",63.15789474,1,Certain infectious or parasitic diseases,Severe dengue
N0000148387,281000119103,Severe recurrent major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,28475009,Severe recurrent major depression with psychotic features,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,33078009,"Severe recurrent major depression with psychotic features, mood-congruent",76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,15193003,"Severe recurrent major depression with psychotic features, mood-incongruent",76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,36474008,Severe recurrent major depression without psychotic features,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148387,268620009,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148387,191606003,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148387,191601008,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148387,191602001,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148387,191604000,"Single major depressive episode, severe, with psychosis",66.66666667,6,"Mental, behavioural or neurodevelopmental disorders",Depressive disorders
N0000176124,449108003,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000176124,92818009,Chronic myeloid leukemia,82.14285714,2,Neoplasms,Chronic myelomonocytic leukaemia
N0000176124,420120006,Gastrointestinal stromal tumor,88.88888889,2,Neoplasms,Benign gastrointestinal stromal tumour
N0000147151,68566005,Urinary tract infectious disease,85.71428571,13,Diseases of the digestive system,Infectious liver disease
N0000180309,92624000,Carcinoma in situ of kidney,92.30769231,2,Neoplasms,Carcinoma in situ of skin
N0000180309,254915003,Clear cell carcinoma of kidney,66.66666667,2,Neoplasms,Carcinoma in situ of larynx
N0000180309,448216007,Carcinoma of thyroid,100,2,Neoplasms,Carcinoma in situ of thyroid and other endocrine glands
N0000180309,188251003,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000180309,314967004,Local recurrence of malignant tumor of kidney,69.23076923,X,Extension Codes,Malignant tumours
