NDF-RT,SNOMED,CommonName,ICD11-Category
N0000148505,17366009,Atrial arrhythmia,
N0000148505,28670008,Esophageal varices,
N0000148505,194828000,Angina pectoris,
N0000148505,399020009,Dilated cardiomyopathy,
N0000148505,401303003,Acute ST segment elevation myocardial infarction,
N0000148505,698247007,Cardiac arrhythmia,
N0000148513,237139007,Female infertility due to ovulatory disorder,
N0000148513,254849005,Malignant epithelial tumor of ovary,
N0000148513,400003000,Delayed puberty,
N0000148514,193031009,Cluster headache,
N0000148533,38341003,Hypertensive disorder,
N0000148533,49436004,Atrial fibrillation,
N0000148533,55827005,Left ventricular hypertrophy,
N0000148533,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,
N0000148533,236425005,INCOMPLETE,
N0000148533,251036003,Aortic root dilatation,
N0000148554,3744001,Hyperlipoproteinemia,
N0000148554,13644009,Hypercholesterolemia,
N0000148554,53741008,Coronary arteriosclerosis,
N0000148554,302870006,Hypertriglyceridemia,
N0000148554,426161002,Chemically induced hyperlipidemia,
N0000148555,126880001,Neoplasm of kidney,
N0000148555,286887005,Carcinoma liver and/or biliary system,
N0000148555,363349007,Malignant tumor of stomach,
N0000148555,363402007,Malignant tumor of esophagus,
N0000148555,363418001,Malignant tumor of pancreas,
N0000148555,363443007,Malignant tumor of ovary,
N0000148560,32273002,INCOMPLETE,
N0000148560,49420001,Pemphigus vulgaris,
N0000148560,52254009,Nephrotic syndrome,
N0000148560,69896004,Rheumatoid arthritis,
N0000148560,75331009,Evans syndrome,
N0000148560,77182004,Membranous glomerulonephritis,
N0000148560,78129009,Thrombotic thrombocytopenic purpura,
N0000148560,92814006,"Chronic lymphoid leukemia, disease",
N0000148560,109979007,B-cell lymphoma (clinical),
N0000148560,118599009,Hodgkin's disease (clinical),
N0000148560,118601006,Non-Hodgkin's lymphoma (clinical),
N0000148560,118617000,Burkitt's lymphoma (clinical),
N0000148560,447100004,Marginal zone lymphoma,
N0000148560,190818004,Waldenström macroglobulinemia,
N0000148560,195353004,Granulomatosis with polyangiitis,
N0000148560,234646005,Graft versus host disease,
N0000148560,239912009,Primary Sjögren's syndrome,
N0000148560,239928004,INCOMPLETE,
N0000148560,254290004,Lymphoproliferative disorder following transplantation,
N0000148560,277622004,Mucosa-associated lymphoma,
N0000148560,307755009,Renal tubulo-interstitial disorder due to systemic lupus erythematosus,
N0000148560,413603009,Autoimmune hemolytic anemia,
N0000148560,443487006,Mantle cell lymphoma,
N0000148560,448254007,Non-Hodgkin's lymphoma of central nervous system,
N0000148580,9631008,Ankylosing spondylitis,
N0000148580,33339001,INCOMPLETE,
N0000148580,34000006,Crohn's disease,
N0000148580,59393003,Hidradenitis suppurativa,
N0000148580,64766004,Ulcerative colitis,
N0000148580,69896004,Rheumatoid arthritis,
N0000148580,128473001,Uveitis,
N0000148580,195353004,Granulomatosis with polyangiitis,
N0000148580,200965009,Plaque psoriasis,
N0000148580,239920006,Adult onset Still's disease,
N0000148580,359789008,Takayasu's disease,
N0000148580,410502007,Juvenile idiopathic arthritis,
N0000148580,416209007,Synovitis,
N0000148583,596004,Premenstrual dysphoric disorder,
N0000148583,7200002,Alcoholism,
N0000148583,35489007,Depressive disorder,
N0000148583,191736004,Obsessive-compulsive disorder,
N0000148583,371631005,Panic disorder,
N0000148586,28944009,Cytomegalovirus infection,
N0000148586,33339001,INCOMPLETE,
N0000148586,34000006,Crohn's disease,
N0000148586,69896004,Rheumatoid arthritis,
N0000148586,213148006,Transplanted organ rejection,
N0000148586,410795001,INCOMPLETE,
N0000148587,86406008,Human immunodeficiency virus infection,
N0000148588,23132008,AL amyloidosis,
N0000148588,31541009,Sarcoidosis,
N0000148588,34000006,Crohn's disease,
N0000148588,69896004,Rheumatoid arthritis,
N0000148588,109989006,Multiple myeloma,
N0000148588,109995007,Myelodysplastic syndrome (clinical),
N0000148588,190818004,Waldenström macroglobulinemia,
N0000148588,234646005,Graft versus host disease,
N0000148588,240411003,INCOMPLETE,
N0000148588,310701003,Behcet's syndrome,
N0000148588,393563007,Glioblastoma multiforme,
N0000148588,397016004,Systemic mast cell disease,
N0000148588,399068003,Malignant tumor of prostate,
N0000148588,420524008,Kaposi's sarcoma with AIDS (acquired immunodeficiency syndrome),
N0000148588,426965005,Aphthous ulcer of mouth,
N0000148590,9631008,Ankylosing spondylitis,
N0000148590,33339001,INCOMPLETE,
N0000148590,59393003,Hidradenitis suppurativa,
N0000148590,234646005,Graft versus host disease,
N0000148590,410502007,Juvenile idiopathic arthritis,
N0000148596,9631008,Ankylosing spondylitis,
N0000148596,65754002,Primary dysmenorrhea,
N0000148596,69896004,Rheumatoid arthritis,
N0000148596,90560007,Gout,
N0000148596,274663001,Acute pain,
N0000148596,396275006,Osteoarthritis,
N0000148596,399432003,Adenoma of large intestine,
N0000148596,410795001,INCOMPLETE,
N0000148603,37796009,Migraine,
N0000148603,59621000,Essential hypertension,
N0000148603,84114007,Heart failure,
N0000148603,90708001,Kidney disease,
N0000148603,230690007,Cerebrovascular accident,
N0000148603,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,
N0000148613,69878008,INCOMPLETE,
N0000148616,69878008,INCOMPLETE,
N0000148623,162031009,Indigestion,
N0000148623,235595009,Gastroesophageal reflux disease,
N0000148623,307759003,Helicobacter pylori gastrointestinal tract infection,
N0000148623,414581006,Laryngopharyngeal reflux,
N0000148627,22298006,Myocardial infarction,
N0000148627,53741008,Coronary arteriosclerosis,
N0000148627,230690007,Cerebrovascular accident,
N0000148627,315608004,Cardiomyopathy in Duchenne muscular dystrophy,
N0000148638,118599009,Hodgkin's disease (clinical),
N0000148638,118601006,Non-Hodgkin's lymphoma (clinical),
N0000148638,187692001,Malignant tumor of nasopharynx,
N0000148638,254632001,Small cell carcinoma of lung,
N0000148638,254637007,Non-small cell lung cancer,
N0000148638,254837009,Malignant tumor of breast,
N0000148638,254877001,Sarcoma of uterus,
N0000148638,255108000,Carcinoma of urinary bladder,
N0000148638,315004001,INCOMPLETE,
N0000148638,363349007,Malignant tumor of stomach,
N0000148638,363443007,Malignant tumor of ovary,
N0000148638,372138000,Carcinoma of esophagus,
N0000148638,424952003,Sarcoma of soft tissue,
N0000148644,37796009,Migraine,
N0000148644,191618007,"Bipolar affective disorder, current episode manic",
N0000148649,69896004,Rheumatoid arthritis,
N0000148649,396275006,Osteoarthritis,
N0000148649,410795001,INCOMPLETE,
N0000148654,15902003,Gastric ulcer with hemorrhage,
N0000148654,40719004,Erosive esophagitis,
N0000148654,196757008,Drug-induced gastrointestinal disturbance,
N0000148654,307296008,Recurrent gastrointestinal bleeding,
N0000148654,307759003,Helicobacter pylori gastrointestinal tract infection,
N0000148667,44054006,Type 2 diabetes mellitus,
N0000148667,46635009,Type 1 diabetes mellitus,
N0000148672,86406008,Human immunodeficiency virus infection,
N0000148690,13746004,Bipolar disorder,
N0000148690,58214004,Schizophrenia,
N0000148690,68890003,Schizoaffective disorder,
N0000148698,91857003,Acute lymphoid leukemia,
N0000148698,92818009,Chronic myeloid leukemia,
N0000148698,109995007,Myelodysplastic syndrome (clinical),
N0000148698,188733003,Chronic eosinophilic leukemia,
N0000148698,276799004,Dermatofibrosarcoma protuberans,
N0000148698,397016004,Systemic mast cell disease,
N0000148698,420120006,Gastrointestinal stromal tumor,
N0000148698,423294001,Idiopathic hypereosinophilic syndrome,
N0000148698,424952003,Sarcoma of soft tissue,
N0000148698,425333006,Myeloproliferative disorder,
N0000148698,443493003,Metastatic malignant melanoma,
N0000148700,15902003,Gastric ulcer with hemorrhage,
N0000148700,40719004,Erosive esophagitis,
N0000148700,51868009,Ulcer of duodenum,
N0000148700,307759003,Helicobacter pylori gastrointestinal tract infection,
N0000148700,397825006,Gastric ulcer,
N0000148706,31387002,Exercise-induced asthma,
N0000148713,2089002,Osteitis deformans,
N0000148713,47709007,Humoral hypercalcemia of malignancy,
N0000148713,102447009,Postmenopausal osteoporosis,
N0000148713,109989006,Multiple myeloma,
N0000148713,285618001,INCOMPLETE,
N0000148713,312894000,Osteopenia,
N0000148713,390833005,Osteoporosis caused by corticosteroid,
N0000148716,61977001,Chronic type B viral hepatitis,
N0000148729,367498001,Seasonal allergic rhinitis,
N0000148729,446096008,Perennial allergic rhinitis,
N0000148774,118601006,Non-Hodgkin's lymphoma (clinical),
N0000148774,254637007,Non-small cell lung cancer,
N0000148774,254837009,Malignant tumor of breast,
N0000148774,286887005,Carcinoma liver and/or biliary system,
N0000148774,363349007,Malignant tumor of stomach,
N0000148774,363402007,Malignant tumor of esophagus,
N0000148774,363418001,Malignant tumor of pancreas,
N0000148774,363443007,Malignant tumor of ovary,
N0000148774,363449006,Malignant tumor of testis,
N0000148774,402878003,Germ cell tumor,
N0000178330,61977001,Chronic type B viral hepatitis,
N0000148785,238076009,Primary hypercholesterolemia,
N0000148785,238104009,Sitosterolemia,
N0000148785,398036000,Familial hypercholesterolemia,
N0000148786,5158005,Gilles de la Tourette's syndrome,
N0000148786,20010003,Borderline personality disorder,
N0000148786,23560001,Asperger's disorder,
N0000148786,35919005,Autism spectrum disorder,
N0000148786,47295007,Psychomotor agitation,
N0000148786,48826008,"Conduct disorder, adolescent-onset type",
N0000148786,58214004,Schizophrenia,
N0000148786,61372001,Aggressive behavior,
N0000148786,370143000,Major depressive disorder,
N0000148789,9631008,Ankylosing spondylitis,
N0000148789,33339001,INCOMPLETE,
N0000148789,34000006,Crohn's disease,
N0000148789,64766004,Ulcerative colitis,
N0000148789,69896004,Rheumatoid arthritis,
N0000148789,200965009,Plaque psoriasis,
N0000148789,410502007,Juvenile idiopathic arthritis,
N0000148790,87872006,Male pattern alopecia,
N0000148810,254637007,Non-small cell lung cancer,
N0000148810,255056009,Malignant tumor of head and neck,
N0000148810,399068003,Malignant tumor of prostate,
N0000148811,23132008,AL amyloidosis,
N0000148811,109989006,Multiple myeloma,
N0000148811,118618005,Mycosis fungoides (clinical),
N0000148811,190818004,Waldenström macroglobulinemia,
N0000148811,308121000,Follicular lymphoma,
N0000148811,443487006,Mantle cell lymphoma,
N0000148812,11687002,Gestational diabetes mellitus,
N0000148812,44054006,Type 2 diabetes mellitus,
N0000148812,46635009,Type 1 diabetes mellitus,
N0000148812,80394007,Hyperglycemia,
N0000148812,310505005,Hyperosmolar non-ketotic state due to diabetes mellitus,
N0000148812,420422005,Diabetic ketoacidosis,
N0000148812,426705001,Diabetes mellitus associated with cystic fibrosis,
N0000148813,61977001,Chronic type B viral hepatitis,
N0000148821,39823006,Generalized atherosclerosis,
N0000148821,48286001,Disorder of lipoprotein AND/OR lipid metabolism,
N0000148821,49601007,Disorder of cardiovascular system,
N0000148821,55822004,Hyperlipidemia,
N0000148821,75934005,Metabolic disease,
N0000148821,267434003,Mixed hyperlipidemia,
N0000148821,302870006,Hypertriglyceridemia,
N0000148821,394659003,Acute coronary syndrome,
N0000148821,398796005,Familial type 3 hyperlipoproteinemia,
N0000148829,266569009,Benign prostatic hyperplasia,
N0000148829,356198000,Secondary Raynaud's phenomenon,
N0000148831,254637007,Non-small cell lung cancer,
N0000148831,254645002,Malignant mesothelioma of pleura,
N0000148831,363354003,Malignant tumor of cervix,
N0000148831,363443007,Malignant tumor of ovary,
N0000148831,399326009,Malignant neoplasm of urinary bladder,
N0000148833,187734007,Malignant neoplasm of cardio-esophageal junction of stomach,
N0000148833,254651007,Squamous cell carcinoma of skin,
N0000148833,363349007,Malignant tumor of stomach,
N0000148833,408649007,Squamous cell carcinoma of pharynx,
N0000148833,426964009,Epidermal growth factor receptor positive non-small cell lung cancer,
N0000148833,446939001,Chordoma of clivus,
N0000148845,21877004,Osler hemorrhagic telangiectasia syndrome,
N0000148845,73757007,Retinal vascular occlusion,
N0000148845,188192002,Malignant neoplasm of endometrium of corpus uteri,
N0000148845,232086000,Neovascular angle closure glaucoma,
N0000148845,276828006,Glioblastoma multiforme of brain,
N0000148845,363354003,Malignant tumor of cervix,
N0000148845,363443007,Malignant tumor of ovary,
N0000148845,415297005,Retinopathy of prematurity,
N0000148845,424952003,Sarcoma of soft tissue,
N0000148845,440173001,Nonsquamous nonsmall cell neoplasm of lung,
N0000148858,10743008,Irritable bowel syndrome,
N0000148858,11840006,Traveler's diarrhea,
N0000148858,13920009,Hepatic encephalopathy,
N0000148858,34000006,Crohn's disease,
N0000148858,423590009,Clostridium difficile colitis,
N0000148859,191813001,Chronic alcoholism in remission,
N0000148860,21897009,Generalized anxiety disorder,
N0000148860,22220005,Genuine stress incontinence,
N0000148860,95417003,Primary fibromyalgia syndrome,
N0000148860,165232002,Urinary incontinence,
N0000148860,279069000,Musculoskeletal pain,
N0000148860,302226006,Peripheral nerve disease,
N0000148860,370143000,Major depressive disorder,
N0000148860,424736006,Diabetic peripheral neuropathy,
N0000148870,24700007,Multiple sclerosis,
N0000148872,254637007,Non-small cell lung cancer,
N0000148872,372142002,Carcinoma of pancreas,
N0000165034,84114007,Heart failure,
N0000165034,236407003,IgA nephropathy,
N0000165034,302870006,Hypertriglyceridemia,
N0000165034,414024009,Disorder of coronary artery,
N0000171744,396895006,Endocrine pancreas tumor finding,
N0000171744,420120006,Gastrointestinal stromal tumor,
N0000171744,424952003,Sarcoma of soft tissue,
N0000171818,44054006,Type 2 diabetes mellitus,
N0000171818,46635009,Type 1 diabetes mellitus,
N0000176069,44054006,Type 2 diabetes mellitus,
N0000176131,37796009,Migraine,
N0000176131,42343007,Congestive heart failure,
N0000178412,58214004,Schizophrenia,
N0000179010,13197004,Uses contraception,
N0000179010,266677000,INCOMPLETE,
N0000179815,394659003,Acute coronary syndrome,
N0000020132,40930008,Hypothyroidism,
N0000020132,66944004,Autoimmune thyroiditis,
N0000021601,193462001,Insomnia,
N0000021906,197480006,Anxiety disorder,
N0000021914,55822004,Hyperlipidemia,
N0000021914,230690007,Cerebrovascular accident,
N0000021914,414024009,Disorder of coronary artery,
N0000021981,35489007,Depressive disorder,
N0000021981,72366004,Eating disorder,
N0000021981,197480006,Anxiety disorder,
N0000021984,73211009,Diabetes mellitus,
N0000021986,126926005,Neoplasm of breast,
N0000021990,23056005,Sciatica,
N0000021990,76107001,Spinal stenosis,
N0000021990,274152003,Spondylolisthesis,
N0000022010,126485001,Urticaria,
N0000022010,421092003,Allergic disorder of respiratory system,
N0000022010,421871004,Atopic IgE-mediated allergic disorder,
N0000022010,426232007,Environmental allergy,
N0000022032,126838000,Neoplasm of colon,
N0000022032,126847008,Neoplasm of rectum,
N0000022032,126926005,Neoplasm of breast,
N0000022036,126880001,Neoplasm of kidney,
N0000022036,126926005,Neoplasm of breast,
N0000022036,444231005,Thymoma,
N0000022046,55822004,Hyperlipidemia,
N0000022046,197321007,Steatosis of liver,
N0000022046,230690007,Cerebrovascular accident,
N0000022046,237602007,Metabolic syndrome X,
N0000022046,414024009,Disorder of coronary artery,
N0000022047,421092003,Allergic disorder of respiratory system,
N0000022047,421871004,Atopic IgE-mediated allergic disorder,
N0000022047,426232007,Environmental allergy,
N0000022057,126485001,Urticaria,
N0000022057,421092003,Allergic disorder of respiratory system,
N0000022057,421871004,Atopic IgE-mediated allergic disorder,
N0000022057,426232007,Environmental allergy,
N0000022085,13746004,Bipolar disorder,
N0000022085,35489007,Depressive disorder,
N0000022101,22298006,Myocardial infarction,
N0000022103,64859006,Osteoporosis,
N0000022103,126926005,Neoplasm of breast,
N0000022115,195295006,Raynaud's disease,
N0000022122,36971009,Sinusitis,
N0000022122,70076002,Rhinitis,
N0000022122,421092003,Allergic disorder of respiratory system,
N0000022122,421871004,Atopic IgE-mediated allergic disorder,
N0000022289,35489007,Depressive disorder,
N0000022289,197480006,Anxiety disorder,
N0000022300,60380001,Narcolepsy,
N0000022300,72366004,Eating disorder,
N0000023029,38341003,Hypertensive disorder,
N0000023029,236425005,INCOMPLETE,
N0000023029,266249003,Ventricular hypertrophy,
N0000023088,193462001,Insomnia,
N0000023107,128613002,Seizure disorder,
N0000023107,359837005,Ulnar neuropathy,
N0000145804,3238004,Pericarditis,
N0000145804,90560007,Gout,
N0000145804,190828008,Gouty arthropathy,
N0000145810,128613002,Seizure disorder,
N0000145898,23056005,Sciatica,
N0000145898,37796009,Migraine,
N0000145898,64156001,Thrombophlebitis,
N0000145898,76107001,Spinal stenosis,
N0000145898,274152003,Spondylolisthesis,
N0000145898,363059001,Degenerative disorder of musculoskeletal system,
N0000145898,371082009,Arthritis of spine,
N0000145898,399269003,Arthropathy,
N0000145898,443798008,Inflammation of joint of shoulder region,
N0000145909,22298006,Myocardial infarction,
N0000145909,230690007,Cerebrovascular accident,
N0000145909,395704004,Left ventricular diastolic dysfunction,
N0000145909,414024009,Disorder of coronary artery,
N0000145909,416610007,Right ventricular diastolic dysfunction,
N0000145914,22298006,Myocardial infarction,
N0000145918,22298006,Myocardial infarction,
N0000145918,69896004,Rheumatoid arthritis,
N0000145918,76107001,Spinal stenosis,
N0000145918,230690007,Cerebrovascular accident,
N0000145918,274152003,Spondylolisthesis,
N0000145918,363059001,Degenerative disorder of musculoskeletal system,
N0000145918,371082009,Arthritis of spine,
N0000145918,399269003,Arthropathy,
N0000145980,23615008,Spongiotic dermatitis,
N0000145980,61170000,Stomatitis,
N0000145980,69741000,Hidradenitis,
N0000145980,90560007,Gout,
N0000145980,190828008,Gouty arthropathy,
N0000145980,443798008,Inflammation of joint of shoulder region,
N0000145994,22298006,Myocardial infarction,
N0000145994,38341003,Hypertensive disorder,
N0000145994,84114007,Heart failure,
N0000145994,85898001,Cardiomyopathy,
N0000145994,236425005,INCOMPLETE,
N0000145994,266249003,Ventricular hypertrophy,
N0000145994,395704004,Left ventricular diastolic dysfunction,
N0000145994,414024009,Disorder of coronary artery,
N0000145994,416610007,Right ventricular diastolic dysfunction,
N0000145995,38341003,Hypertensive disorder,
N0000146102,32398004,Bronchitis,
N0000146102,36971009,Sinusitis,
N0000146103,32398004,Bronchitis,
N0000146103,36971009,Sinusitis,
N0000146109,11381005,Acne,
N0000146109,36971009,Sinusitis,
N0000146109,70759006,Pyoderma,
N0000146109,128936008,Bacterial infection of skin,
N0000146152,197480006,Anxiety disorder,
N0000146155,38341003,Hypertensive disorder,
N0000146155,84114007,Heart failure,
N0000146155,85898001,Cardiomyopathy,
N0000146155,236425005,INCOMPLETE,
N0000146155,266249003,Ventricular hypertrophy,
N0000146166,126838000,Neoplasm of colon,
N0000146166,126926005,Neoplasm of breast,
N0000146183,38341003,Hypertensive disorder,
N0000146183,84114007,Heart failure,
N0000146188,38341003,Hypertensive disorder,
N0000146188,84114007,Heart failure,
N0000146188,85898001,Cardiomyopathy,
N0000146188,236425005,INCOMPLETE,
N0000146188,266249003,Ventricular hypertrophy,
N0000146194,24526004,Inflammatory bowel disease,
N0000146194,64226004,Colitis,
N0000146205,50438001,Peripheral vertigo,
N0000146205,193462001,Insomnia,
N0000146205,197480006,Anxiety disorder,
N0000146207,38341003,Hypertensive disorder,
N0000146211,128613002,Seizure disorder,
N0000146214,13746004,Bipolar disorder,
N0000146226,13746004,Bipolar disorder,
N0000146229,9014002,Psoriasis,
N0000146229,23615008,Spongiotic dermatitis,
N0000146229,24526004,Inflammatory bowel disease,
N0000146229,36971009,Sinusitis,
N0000146229,57406009,Carpal tunnel syndrome,
N0000146229,64226004,Colitis,
N0000146229,66931009,Hypercalcemia,
N0000146229,70076002,Rhinitis,
N0000146229,89155008,Systemic sclerosis,
N0000146229,92814006,"Chronic lymphoid leukemia, disease",
N0000146229,126485001,Urticaria,
N0000146229,126906006,Neoplasm of prostate,
N0000146229,200936003,Lupus erythematosus,
N0000146229,201048007,Localized scleroderma,
N0000146229,371082009,Arthritis of spine,
N0000146229,421092003,Allergic disorder of respiratory system,
N0000146229,421871004,Atopic IgE-mediated allergic disorder,
N0000146229,444231005,Thymoma,
N0000146234,38341003,Hypertensive disorder,
N0000146234,43339004,Hypokalemia,
N0000146234,84114007,Heart failure,
N0000146234,85898001,Cardiomyopathy,
N0000146234,236425005,INCOMPLETE,
N0000146234,266249003,Ventricular hypertrophy,
N0000146234,395704004,Left ventricular diastolic dysfunction,
N0000146234,416610007,Right ventricular diastolic dysfunction,
N0000146247,13746004,Bipolar disorder,
N0000146247,95566004,Urolithiasis,
N0000146249,9014002,Psoriasis,
N0000146249,24526004,Inflammatory bowel disease,
N0000146249,64226004,Colitis,
N0000146249,84172003,Spondylitis,
N0000146249,126485001,Urticaria,
N0000146249,128473001,Uveitis,
N0000146253,38341003,Hypertensive disorder,
N0000146253,43339004,Hypokalemia,
N0000146261,126926005,Neoplasm of breast,
N0000146273,24526004,Inflammatory bowel disease,
N0000146273,31541009,Sarcoidosis,
N0000146273,64226004,Colitis,
N0000146273,64766004,Ulcerative colitis,
N0000146273,69896004,Rheumatoid arthritis,
N0000146273,128473001,Uveitis,
N0000146273,195967001,Asthma,
N0000146273,363059001,Degenerative disorder of musculoskeletal system,
N0000146273,371082009,Arthritis of spine,
N0000146273,399269003,Arthropathy,
N0000146289,13746004,Bipolar disorder,
N0000146291,1717003,Idiopathic guttate hypomelanosis,
N0000146291,9014002,Psoriasis,
N0000146291,23615008,Spongiotic dermatitis,
N0000146291,50563003,Seborrheic dermatitis,
N0000146291,126906006,Neoplasm of prostate,
N0000146299,49049000,Parkinson's disease,
N0000146320,13200003,Peptic ulcer,
N0000146320,126485001,Urticaria,
N0000146334,9014002,Psoriasis,
N0000146334,13645005,Chronic obstructive pulmonary disease,
N0000146334,24526004,Inflammatory bowel disease,
N0000146334,31541009,Sarcoidosis,
N0000146334,36971009,Sinusitis,
N0000146334,51615001,Fibrosis of lung,
N0000146334,57406009,Carpal tunnel syndrome,
N0000146334,64226004,Colitis,
N0000146334,64766004,Ulcerative colitis,
N0000146334,65323003,Polymyalgia rheumatica,
N0000146334,90560007,Gout,
N0000146334,126485001,Urticaria,
N0000146334,128473001,Uveitis,
N0000146334,190828008,Gouty arthropathy,
N0000146334,371082009,Arthritis of spine,
N0000146334,399269003,Arthropathy,
N0000146334,443798008,Inflammation of joint of shoulder region,
N0000146388,44808001,Conduction disorder of the heart,
N0000146388,85898001,Cardiomyopathy,
N0000146409,1717003,Idiopathic guttate hypomelanosis,
N0000146409,9014002,Psoriasis,
N0000146409,13645005,Chronic obstructive pulmonary disease,
N0000146409,24526004,Inflammatory bowel disease,
N0000146409,31541009,Sarcoidosis,
N0000146409,32398004,Bronchitis,
N0000146409,90560007,Gout,
N0000146409,128473001,Uveitis,
N0000146409,190828008,Gouty arthropathy,
N0000146409,274152003,Spondylolisthesis,
N0000146409,363059001,Degenerative disorder of musculoskeletal system,
N0000146409,371082009,Arthritis of spine,
N0000146409,399269003,Arthropathy,
N0000146409,421092003,Allergic disorder of respiratory system,
N0000146409,421871004,Atopic IgE-mediated allergic disorder,
N0000146409,426232007,Environmental allergy,
N0000146413,197480006,Anxiety disorder,
N0000146417,73211009,Diabetes mellitus,
N0000146452,92814006,"Chronic lymphoid leukemia, disease",
N0000146452,126926005,Neoplasm of breast,
N0000146452,200936003,Lupus erythematosus,
N0000146476,126906006,Neoplasm of prostate,
N0000146476,126926005,Neoplasm of breast,
N0000146476,444231005,Thymoma,
N0000146478,126926005,Neoplasm of breast,
N0000146478,444231005,Thymoma,
N0000146717,37796009,Migraine,
N0000146717,70995007,Pulmonary hypertension,
N0000146717,195295006,Raynaud's disease,
N0000146717,266249003,Ventricular hypertrophy,
N0000146784,37796009,Migraine,
N0000146784,38341003,Hypertensive disorder,
N0000146784,44808001,Conduction disorder of the heart,
N0000146784,266249003,Ventricular hypertrophy,
N0000146784,395704004,Left ventricular diastolic dysfunction,
N0000146784,414024009,Disorder of coronary artery,
N0000146784,416610007,Right ventricular diastolic dysfunction,
N0000146830,73211009,Diabetes mellitus,
N0000147028,13746004,Bipolar disorder,
N0000147028,37796009,Migraine,
N0000147028,128613002,Seizure disorder,
N0000147049,417357006,Sickling disorder due to hemoglobin S,
N0000147064,9014002,Psoriasis,
N0000147064,64766004,Ulcerative colitis,
N0000147064,69896004,Rheumatoid arthritis,
N0000147064,200936003,Lupus erythematosus,
N0000147069,9014002,Psoriasis,
N0000147069,23615008,Spongiotic dermatitis,
N0000147069,24526004,Inflammatory bowel disease,
N0000147069,51615001,Fibrosis of lung,
N0000147069,55464009,Systemic lupus erythematosus,
N0000147069,64766004,Ulcerative colitis,
N0000147069,69896004,Rheumatoid arthritis,
N0000147069,128473001,Uveitis,
N0000147072,92814006,"Chronic lymphoid leukemia, disease",
N0000147079,24526004,Inflammatory bowel disease,
N0000147079,64226004,Colitis,
N0000147079,64766004,Ulcerative colitis,
N0000147149,9014002,Psoriasis,
N0000147149,23056005,Sciatica,
N0000147149,37796009,Migraine,
N0000147149,41888000,Temporomandibular joint disorder,
N0000147149,64156001,Thrombophlebitis,
N0000147149,76107001,Spinal stenosis,
N0000147149,90560007,Gout,
N0000147149,190828008,Gouty arthropathy,
N0000147149,200936003,Lupus erythematosus,
N0000147149,274152003,Spondylolisthesis,
N0000147149,363059001,Degenerative disorder of musculoskeletal system,
N0000147149,371082009,Arthritis of spine,
N0000147149,399269003,Arthropathy,
N0000147185,11381005,Acne,
N0000147185,23685000,Rheumatic heart disease,
N0000147496,50711007,Viral hepatitis C,
N0000147496,186634008,INCOMPLETE,
N0000147503,24526004,Inflammatory bowel disease,
N0000147503,45816000,Pyelonephritis,
N0000147537,22298006,Myocardial infarction,
N0000147537,38341003,Hypertensive disorder,
N0000147537,84114007,Heart failure,
N0000147537,85898001,Cardiomyopathy,
N0000147537,236425005,INCOMPLETE,
N0000147537,266249003,Ventricular hypertrophy,
N0000147537,395704004,Left ventricular diastolic dysfunction,
N0000147537,414024009,Disorder of coronary artery,
N0000147537,416610007,Right ventricular diastolic dysfunction,
N0000147569,13200003,Peptic ulcer,
N0000147569,235595009,Gastroesophageal reflux disease,
N0000147569,302914006,Barrett's esophagus,
N0000147598,126926005,Neoplasm of breast,
N0000147598,444231005,Thymoma,
N0000147602,55822004,Hyperlipidemia,
N0000147602,370992007,Dyslipidemia,
N0000147608,13746004,Bipolar disorder,
N0000147662,38341003,Hypertensive disorder,
N0000147662,84114007,Heart failure,
N0000147662,85898001,Cardiomyopathy,
N0000147662,236425005,INCOMPLETE,
N0000147662,266249003,Ventricular hypertrophy,
N0000147662,395704004,Left ventricular diastolic dysfunction,
N0000147662,414024009,Disorder of coronary artery,
N0000147662,416610007,Right ventricular diastolic dysfunction,
N0000147687,367403001,Pyloric stenosis,
N0000147687,421869004,Bradyarrhythmia,
N0000147699,43339004,Hypokalemia,
N0000147701,44808001,Conduction disorder of the heart,
N0000147702,37796009,Migraine,
N0000147702,41888000,Temporomandibular joint disorder,
N0000147738,35489007,Depressive disorder,
N0000147739,35489007,Depressive disorder,
N0000147739,197480006,Anxiety disorder,
N0000147779,35489007,Depressive disorder,
N0000147779,60380001,Narcolepsy,
N0000147784,55822004,Hyperlipidemia,
N0000147784,370992007,Dyslipidemia,
N0000147791,23056005,Sciatica,
N0000147791,41888000,Temporomandibular joint disorder,
N0000147800,35489007,Depressive disorder,
N0000147800,359837005,Ulnar neuropathy,
N0000147806,23056005,Sciatica,
N0000147806,37796009,Migraine,
N0000147806,64156001,Thrombophlebitis,
N0000147806,76107001,Spinal stenosis,
N0000147806,274152003,Spondylolisthesis,
N0000147806,363059001,Degenerative disorder of musculoskeletal system,
N0000147806,371082009,Arthritis of spine,
N0000147806,399269003,Arthropathy,
N0000147814,44808001,Conduction disorder of the heart,
N0000147814,70995007,Pulmonary hypertension,
N0000147814,195295006,Raynaud's disease,
N0000147814,266249003,Ventricular hypertrophy,
N0000147816,126485001,Urticaria,
N0000147816,279333002,Pruritic disorder,
N0000147816,421092003,Allergic disorder of respiratory system,
N0000147816,421871004,Atopic IgE-mediated allergic disorder,
N0000147816,426232007,Environmental allergy,
