Gene_Claim_Name	Importance_Score	NCBI_Gene_ID
CCN4	0.000006	8840
TM7SF2	0.000006	7108
LRFN4	0.000006	78999
APP	0.000006	351
TCL6	0.000006	27004
TCL6	0.000006	
TCL6	0.000006	
TULP3	0.000006	7289
INSM2	0.000006	84684
INSM2	0.000006	
HMGN2	0.000006	3151
CUL9	0.000006	23113
NBDY	0.000006	550643
NBDY	0.000006	
FUT3	0.000006	2525
XRCC6	0.000006	2547
SLC6A5	0.000006	9152
TUBA4B	0.000006	80086
TUBA4B	0.000006	
ZGPAT	0.000006	84619
ZGPAT	0.000006	
ZGPAT	0.000006	
EGR4	0.000006	1961
NELL1	0.000006	4745
WNT8B	0.000006	7479
TTC22	0.000006	55001
TTC22	0.000006	
TTC22	0.000006	
TTC22	0.000006	
SPATS2	0.000006	65244
ZNF70	0.000006	7621
OR13D3P	0.000006	402374
POT1	0.000006	25913
PI4K2B	0.000006	55300
DGLUCY	0.000006	80017
TMEM145	0.000006	284339
SERPINB7	0.000006	8710
OR5B2	0.000006	390190
IDH3G	0.000006	3421
TATDN2	0.000006	9797
ASIC4	0.000006	55515
ASIC4	0.000006	
ASIC4	0.000006	
SLC2A2	0.000006	6514
HSDL1	0.000006	83693
GNPNAT1	0.000006	64841
NDUFAF1	0.000006	51103
PCNX4	0.000006	64430
GAS6-AS1	0.000006	650669
GAS6-AS1	0.000006	
H3C13	0.000006	653604
ICAM4	0.000006	3386
FGFR1OP2	0.000006	26127
CD19	0.000006	930
TRIM7	0.000006	81786
TRIM7	0.000006	
MAN2B1	0.000006	4125
NDUFA4	0.000006	4697
LARP1	0.000006	23367
TNNT1	0.000006	7138
BEND3	0.000006	57673
HELZ	0.000006	9931
OR9Q2	0.000006	219957
CLEC4A	0.000006	50856
TNXB	0.000006	7148
OR6C3	0.000006	254786
DGKD	0.000006	8527
DGKD	0.000006	
SNRPA1	0.000006	6627
SNRPA1	0.000006	
ZCCHC8	0.000006	55596
PPP1R1B	0.000006	84152
RAB39A	0.000006	54734
RAB39A	0.000006	
RAB39A	0.000006	
SLC39A2	0.000006	29986
PLD3	0.000006	23646
PLD3	0.000006	
PLD3	0.000006	
DEFB119	0.000006	245932
IAPP	0.000006	3375
USP17L26	0.000006	728379
MMP19	0.000006	4327
MMP19	0.000006	
SLC16A4	0.000006	9122
PANK4	0.000006	55229
CECR2	0.000006	27443
SNORA32	0.000006	692063
AREL1	0.000006	9870
GRIN1	0.000006	2902
PRPSAP1	0.000006	5635
PIGS	0.000006	94005
PIGS	0.000006	
HNRNPD	0.000006	3184
HNRNPD	0.000006	
MYOM1	0.000006	8736
CARD19	0.000006	84270
CARD19	0.000006	
MTO1	0.000006	25821
TCF7L2	0.000006	6934
KIF1A	0.000006	547
RRP7BP	0.000006	91695
MBNL1-AS1	0.000006	401093
MYO18B	0.000006	84700
MRPL35	0.000006	51318
MRPL35	0.000006	
RENBP	0.000006	5973
BDNF	0.000006	627
ZNF611	0.000006	81856
GJD2	0.000006	57369
WDR53	0.000006	348793
VEPH1	0.000006	79674
YWHAG	0.000006	7532
LRRIQ1	0.000006	84125
RILP	0.000006	83547
RAD54L2	0.000006	23132
RAD54L2	0.000006	
ZNF385D	0.000006	79750
INHBE	0.000006	83729
WNT7A	0.000006	7476
ALDH1A3	0.000006	220
BTBD6	0.000006	90135
SMC6	0.000006	79677
SMC6	0.000006	
SMC6	0.000006	
SENP6	0.000006	26054
YRDC	0.000006	79693
ARG2	0.000006	384
ARG2	0.000006	
ARG2	0.000006	
RPL15P3	0.000006	653232
PRDX1	0.000006	5052
EYA4	0.000006	2070
GDAP1L1	0.000006	78997
GDAP1L1	0.000006	
YTHDF3	0.000006	253943
YTHDF3	0.000006	
ZNF407-AS1	0.000006	400657
STX8	0.000006	9482
STX8	0.000006	
CLEC2D	0.000006	29121
LPIN1	0.000006	23175
EDEM1	0.000006	9695
LINC00114	0.000006	400866
LIPC	0.000006	3990
ZNF304	0.000006	57343
ZNF304	0.000006	
NIPBL	0.000006	25836
UBE2Z	0.000006	65264
UBE2Z	0.000006	
CD36	0.000006	948
GLDC	0.000006	2731
LRSAM1	0.000006	90678
XYLT2	0.000006	64132
TDRG1	0.000006	732253
ASB13	0.000006	79754
NUDT22	0.000006	84304
HTR1A	0.000006	3350
PIM3	0.000006	415116
RPL36	0.000006	25873
RPL36	0.000006	
RPL29P33	0.000006	401911
PAPOLA-DT	0.000006	730202
RNF208	0.000006	727800
RNF208	0.000006	
TSPAN16	0.000006	26526
TSPAN16	0.000006	
BMP6	0.000006	654
SCAI	0.000006	286205
CRIPT	0.000006	9419
CRIPT	0.000006	
CRIPT	0.000006	
TRIM73	0.000006	375593
MIR129-2	0.000006	406918
GRIP2	0.000006	80852
INPP1	0.000006	3628
INPP1	0.000006	
GALNT9	0.000006	50614
RCC1L	0.000006	81554
RCC1L	0.000006	
ACBD7	0.000006	414149
BLOC1S5	0.000006	63915
BLOC1S5	0.000006	
SPANXA2	0.000006	728712
TMEM255A	0.000006	55026
TCEAL5	0.000006	340543
TCEAL5	0.000006	
TLR5	0.000006	7100
TRPA1	0.000006	8989
TRPA1	0.000006	
AOX1	0.000006	316
MYH14	0.000006	79784
MYH14	0.000006	
MIR9-1	0.000006	407046
PLAA	0.000006	9373
PLAA	0.000006	
LGI1	0.000006	9211
NUP214	0.000006	8021
PRKD2	0.000006	25865
TIAL1	0.000006	7073
SPG11	0.000006	80208
FSCN3	0.000006	29999
FAM107B	0.000006	83641
FAM107B	0.000006	
LINC02911	0.000006	388276
LINC02911	0.000006	
C2orf88	0.000006	84281
TMEM242	0.000006	729515
DYRK2	0.000006	8445
ADAM9	0.000006	8754
YIPF3	0.000006	25844
YIPF3	0.000006	
YIPF3	0.000006	
MAPK12	0.000006	6300
RSL24D1	0.000006	51187
LINC00992	0.000006	728342
TFDP1	0.000006	7027
ZNF616	0.000006	90317
MYF6	0.000006	4618
GFM2	0.000006	84340
GFM2	0.000006	
GFM2	0.000006	
SEL1L2	0.000006	80343
LINC00158	0.000006	54072
OR2M7	0.000006	391196
ALG1L1P	0.000006	200810
LTC4S	0.000006	4056
LINC00265	0.000006	349114
ARAF	0.000006	369
C1orf226	0.000006	400793
ADAMTS20	0.000006	80070
SNRPG	0.000006	6637
TLX1	0.000006	3195
SCRN1	0.000006	9805
AGBL5	0.000006	60509
C1QTNF9B	0.000006	387911
HMGN5	0.000006	79366
IL2	0.000006	3558
ANKRD30A	0.000006	91074
ANKRD30A	0.000006	
IFFO1	0.000006	25900
ASPHD2	0.000006	57168
NOP10	0.000006	55505
FLRT2	0.000006	23768
POTEH	0.000006	23784
LINC02239	0.000006	340107
RBM12B-AS1	0.000006	55472
OR52D1	0.000006	390066
CDK5RAP3	0.000006	80279
LIMS3	0.000006	96626
LIMS3	0.000006	
DOP1A	0.000006	23033
DOP1A	0.000006	
ZNF503-AS1	0.000006	253264
ZFP14	0.000006	57677
ZFP14	0.000006	
PTAFR	0.000006	5724
OSGIN2	0.000006	734
TTTY10	0.000006	246119
MPPED2	0.000006	744
HDAC10	0.000006	83933
CIAPIN1	0.000006	57019
PIGO	0.000006	84720
LIMK2	0.000006	3985
MYD88	0.000006	4615
MYD88	0.000006	
ITCH	0.000006	83737
PCGF6	0.000006	84108
TAS2R15P	0.000006	266657
TAS2R15P	0.000006	
BPIFB3	0.000006	359710
CLMP	0.000006	79827
CLMP	0.000006	
SMAD9	0.000006	4093
BTD	0.000006	686
DEFB105B	0.000006	504180
PNPO	0.000006	55163
PNPO	0.000006	
MRPS22	0.000006	56945
MAP4K3-DT	0.000006	728730
TUBB	0.000006	203068
TUBB	0.000006	
TUBB	0.000006	
AJUBA	0.000006	84962
AJUBA	0.000006	
VCL	0.000006	7414
PHF5A	0.000006	84844
GXYLT2	0.000006	727936
GXYLT2	0.000006	
GXYLT2	0.000006	
FNDC9	0.000006	408263
OR7C1	0.000006	26664
KCNE1	0.000006	3753
PAPPA-AS1	0.000006	493913
CERS6	0.000006	253782
CERS6	0.000006	
CERS6	0.000006	
GRID2IP	0.000006	392862
BIRC6	0.000006	57448
BIRC6	0.000006	
BIRC6	0.000006	
ADAM2	0.000006	2515
MLF1	0.000006	4291
MLF1	0.000006	
DICER1-AS1	0.000006	400242
LIF	0.000006	3976
LIF	0.000006	
LIF	0.000006	
SAFB2	0.000006	9667
MARK3	0.000006	4140
MARK3	0.000006	
MARK3	0.000006	
MARK3	0.000006	
TSC2	0.000006	7249
FLNA	0.000006	2316
FLNA	0.000006	
FLNA	0.000006	
GARIN1B	0.000006	84691
BMP2	0.000006	650
NBR1	0.000006	4077
BPY2	0.000006	9083
TMEM263	0.000006	90488
OR1S1	0.000006	219959
MYO1D	0.000006	4642
RDH16	0.000006	8608
HERC6	0.000006	55008
C1RL	0.000006	51279
C1RL	0.000006	
DNAJC27	0.000006	51277
CCNB1IP1	0.000006	57820
CCNB1IP1	0.000006	
HNRNPA1P10	0.000006	664709
ISL2	0.000006	64843
MED1	0.000006	5469
MED1	0.000006	
MED1	0.000006	
GOLGA7	0.000005	51125
MOCOS	0.000005	55034
MPV17L	0.000005	255027
MPV17L	0.000005	
MPV17L	0.000005	
MPV17L	0.000005	
MCM3	0.000005	4172
MAPK6	0.000005	5597
INTS14	0.000005	81556
FBXL17	0.000005	64839
ANKRD10	0.000005	55608
PCDHB1	0.000005	29930
NTF3	0.000005	4908
MAG	0.000005	4099
TCP11	0.000005	6954
PSMC2	0.000005	5701
PSMC2	0.000005	
PSMC2	0.000005	
SH2D4B	0.000005	387694
STAG3L4	0.000005	64940
WASL	0.000005	8976
ATAD5	0.000005	79915
FCHO1	0.000005	23149
ADAMTSL4	0.000005	54507
ADAMTSL4	0.000005	
MIR181A2	0.000005	406954
SESN2	0.000005	83667
OR1J1	0.000005	347168
OR1J1	0.000005	
PAFAH1B1	0.000005	5048
MTERF1	0.000005	7978
SSX2	0.000005	6757
GLYATL2	0.000005	219970
NCF2	0.000005	4688
SMTN	0.000005	6525
UNC119B	0.000005	84747
ATP5F1D	0.000005	513
CEP350	0.000005	9857
CENPQ	0.000005	55166
SYT8	0.000005	90019
VDAC2P5	0.000005	729317
LCLAT1	0.000005	253558
NATD1	0.000005	256302
LINC00467	0.000005	84791
FHL2	0.000005	2274
SYNE1	0.000005	23345
GABRA5	0.000005	2558
TAPBPL	0.000005	55080
STAG3L1	0.000005	54441
TSG101	0.000005	7251
SLC7A1	0.000005	6541
CPNE1	0.000005	8904
KDM5D	0.000005	8284
POLR1HASP	0.000005	80862
RUVBL1	0.000005	8607
RUVBL1	0.000005	
RUVBL1	0.000005	
SMAD2	0.000005	4087
PARP16	0.000005	54956
PARP16	0.000005	
PARP16	0.000005	
PARP16	0.000005	
SP6	0.000005	80320
SP6	0.000005	
SP6	0.000005	
SHANK2	0.000005	22941
SHARPIN	0.000005	81858
SHARPIN	0.000005	
CABP4	0.000005	57010
NALCN	0.000005	259232
AIDA	0.000005	64853
PCLO	0.000005	27445
USB1	0.000005	79650
MAGEA2B	0.000005	266740
SAMD4A	0.000005	23034
PLEKHJ1	0.000005	55111
PLEKHJ1	0.000005	
PLEKHJ1	0.000005	
LINC01873	0.000005	729348
ZC3H3	0.000005	23144
C1S	0.000005	716
C1S	0.000005	
C1S	0.000005	
VAMP8	0.000005	8673
LCT	0.000005	3938
TMEM63B	0.000005	55362
TMEM63B	0.000005	
TUBB2A	0.000005	7280
DCHS1	0.000005	8642
MIR137HG	0.000005	400765
MIR137HG	0.000005	
SPATA3-AS1	0.000005	348761
SPAST	0.000005	6683
GMFG	0.000005	9535
SNORD14B	0.000005	85388
IFITM5	0.000005	387733
MIR199A2	0.000005	406977
LINC02381	0.000005	400043
TRPM7	0.000005	54822
LMNB1	0.000005	4001
NT5E	0.000005	4907
CCDC86	0.000005	79080
OPCML	0.000005	4978
OPCML	0.000005	
OPCML	0.000005	
OPCML	0.000005	
TECPR1	0.000005	25851
SIRPAP1	0.000005	23755
ZNF625	0.000005	90589
MIRLET7E	0.000005	406887
MIRLET7E	0.000005	
COPS7A	0.000005	50813
BEND3P3	0.000005	650623
BEND3P3	0.000005	
MIR15B	0.000005	406949
MIR15B	0.000005	
GOLGA6L17P	0.000005	642402
RBM44	0.000005	375316
SOCS5	0.000005	9655
TMEM260	0.000005	54916
P2RX6	0.000005	9127
P2RX6	0.000005	
AFDN	0.000005	4301
TTK	0.000005	7272
DNAJB12	0.000005	54788
DNAJB12	0.000005	
DNAJB12	0.000005	
DNAJB12	0.000005	
PCGF1	0.000005	84759
HHIP	0.000005	64399
ACOT11	0.000005	26027
ATG14	0.000005	22863
ATG14	0.000005	
ATP1A1	0.000005	476
ATP1A1	0.000005	
ATP1A1	0.000005	
MPC2	0.000005	25874
NACAD	0.000005	23148
SNX29P2	0.000005	440352
TAF15	0.000005	8148
EPB41L4A-DT	0.000005	54508
LINC01278	0.000005	92249
LINC01278	0.000005	
LAPTM4A	0.000005	9741
PSMC1	0.000005	5700
DDHD1	0.000005	80821
MRPL9	0.000005	65005
KIF14	0.000005	9928
GDA	0.000005	9615
GDA	0.000005	
TFDP3	0.000005	51270
PPM1B	0.000005	5495
NFIA	0.000005	4774
IGLV9-49	0.000005	28773
LERFS	0.000005	403323
LERFS	0.000005	
MMUT	0.000005	4594
SDHAP4	0.000005	220729
SCHIP1	0.000005	29970
ACTR3BP2	0.000005	440888
ACTR3BP2	0.000005	
OGG1	0.000005	4968
FKBP14	0.000005	55033
IGHV4-61	0.000005	28391
NRBP2	0.000005	340371
FLJ38576	0.000005	651430
SECTM1	0.000005	6398
TACR3	0.000005	6870
PTGFRN	0.000005	5738
PTGFRN	0.000005	
PTGFRN	0.000005	
METTL4	0.000005	64863
PFN1P1	0.000005	730138
DPRX	0.000005	503834
ERMP1	0.000005	79956
CDA	0.000005	978
CDA	0.000005	
CDA	0.000005	
KIAA1549L	0.000005	25758
KIAA1549L	0.000005	
KIAA1549L	0.000005	
DDX43	0.000005	55510
DDX43	0.000005	
PDCD1	0.000005	5133
TAF7	0.000005	6879
PPP2CB	0.000005	5516
SPOP	0.000005	8405
SPOP	0.000005	
SPOP	0.000005	
RAB11FIP1	0.000005	80223
RAB11FIP1	0.000005	
OR2T27	0.000005	403239
POC1A	0.000005	25886
IFT74	0.000005	80173
PTCH1	0.000005	5727
PTCH1	0.000005	
ADAMTSL4-AS1	0.000005	574406
OR1J2	0.000005	26740
GLRA3	0.000005	8001
METTL8	0.000005	79828
METTL8	0.000005	
MFAP5	0.000005	8076
MFAP5	0.000005	
MFAP5	0.000005	
PDE1C	0.000005	5137
KLF10	0.000005	7071
KLF10	0.000005	
ERF	0.000005	2077
KIF26B	0.000005	55083
SNRPB	0.000005	6628
XPR1	0.000005	9213
NUP54	0.000005	53371
LY6K	0.000005	54742
ASAP3	0.000005	55616
KRTAP12-4	0.000005	386684
GOLGA8N	0.000005	643699
PCDHGB1	0.000005	56104
MCHR1	0.000005	2847
IL13	0.000005	3596
IL13	0.000005	
CPTP	0.000005	80772
IL33	0.000005	90865
NFKBIA	0.000005	4792
C10orf55	0.000005	414236
HNRNPUL2	0.000005	221092
HNRNPUL2	0.000005	
TNFRSF9	0.000005	3604
BCAS1	0.000005	8537
BCAS1	0.000005	
BCAS1	0.000005	
BLOC1S1	0.000005	2647
MRPS27	0.000005	23107
C10orf88B	0.000005	399815
IDI1	0.000005	3422
MT1F	0.000005	4494
MT1F	0.000005	
RAPGEF2	0.000005	9693
CHRFAM7A	0.000005	89832
BLTP2	0.000005	9703
KPRP	0.000005	448834
PPP3R1	0.000005	5534
PPP3R1	0.000005	
ZKSCAN8	0.000005	7745
KRTAP2-4	0.000005	85294
COQ6	0.000005	51004
CCL1	0.000005	6346
CCL1	0.000005	
ARHGAP22	0.000005	58504
TTLL12	0.000005	23170
PAQR5	0.000005	54852
PAQR5	0.000005	
PTGER1	0.000005	5731
PTGER1	0.000005	
LDHC	0.000005	3948
LDHC	0.000005	
GPKOW	0.000005	27238
ARMCX3	0.000005	51566
OR2A42	0.000005	402317
TPCN2	0.000005	219931
BAGE2	0.000005	85319
CHIA	0.000005	27159
IGHV1-3	0.000005	28473
PABPC1L	0.000005	80336
MAGI3	0.000005	260425
MAGI3	0.000005	
KYAT1	0.000005	883
KYAT1	0.000005	
KYAT1	0.000005	
EPN3	0.000005	55040
EPB42	0.000005	2038
CD47	0.000005	961
RTKN2	0.000005	219790
FAM162A	0.000005	26355
TSPY1	0.000005	7258
ZNF37A	0.000005	7587
ZSCAN32	0.000005	54925
VARS1	0.000005	7407
BOLA2	0.000005	552900
BTBD3	0.000005	22903
TTC28	0.000005	23331
TTC28	0.000005	
RSPRY1	0.000005	89970
ACTL6A	0.000005	86
ACTL6A	0.000005	
GPRIN2	0.000005	9721
TRIM25	0.000005	7706
TRIM25	0.000005	
DYM	0.000005	54808
PTGIR	0.000005	5739
SLC4A3	0.000005	6508
GOLGA8Q	0.000005	727909
MYPOP	0.000005	339344
CRLF3	0.000005	51379
MIR208A	0.000005	406990
PDLIM4	0.000005	8572
SNX5	0.000005	27131
STX5	0.000005	6811
STX5	0.000005	
STX5	0.000005	
ENO4	0.000005	387712
PPIC	0.000005	5480
PPIC	0.000005	
PPIC	0.000005	
RPL26P30	0.000005	653147
EHMT1	0.000005	79813
TSPAN8	0.000005	7103
TSPAN8	0.000005	
TF	0.000005	7018
OR13C2	0.000005	392376
IDO1	0.000005	3620
RFK	0.000005	55312
ECSIT	0.000005	51295
ECSIT	0.000005	
ECSIT	0.000005	
WDR27	0.000005	253769
ARHGAP5	0.000005	394
THEMIS	0.000005	387357
MARCHF8	0.000005	220972
ARHGAP21	0.000005	57584
KRTAP9-2	0.000005	83899
BMX	0.000005	660
MMRN1	0.000005	22915
SECISBP2	0.000005	79048
BLTP1	0.000005	84162
TSGA10IP	0.000005	254187
TSGA10IP	0.000005	
TSGA10IP	0.000005	
RNF144A	0.000005	9781
PIGP	0.000005	51227
ZNF750	0.000005	79755
SHANK3	0.000005	85358
CLIC3	0.000005	9022
LSAMP	0.000005	4045
BEX1	0.000005	55859
BEX1	0.000005	
H2BP1	0.000005	337875
TAF2	0.000005	6873
TBC1D3B	0.000005	414059
TRPS1	0.000005	7227
WDR83	0.000005	84292
WDR83	0.000005	
VNN1	0.000005	8876
YJU2B	0.000005	81576
YJU2B	0.000005	
BTC	0.000005	685
BTC	0.000005	
CYP2G1P	0.000005	22952
TRMT10C	0.000005	54931
TRMT10C	0.000005	
AMBN	0.000005	258
VPS29	0.000005	51699
KRTAP4-5	0.000005	85289
HAUS2	0.000005	55142
PRSS41	0.000005	360226
PRSS41	0.000005	
ATP2A2	0.000005	488
GAS2L3	0.000005	283431
HPS3	0.000005	84343
RPSAP15	0.000005	220885
CSN1S2AP	0.000005	286828
CSN1S2AP	0.000005	
ALOX12P2	0.000005	245
SYT1	0.000005	6857
NDUFS5	0.000005	4725
LGALS2	0.000005	3957
LGALS2	0.000005	
FN3KRP	0.000005	79672
FN3KRP	0.000005	
EFCC1	0.000005	79825
EFCC1	0.000005	
MLPH	0.000005	79083
CASC3	0.000005	22794
CDT1	0.000005	81620
USP14	0.000005	9097
HDHD5	0.000005	27440
LIFR	0.000005	3977
PSMC4	0.000005	5704
CA12	0.000005	771
KCTD5	0.000005	54442
DCAF17	0.000005	80067
MARCKS	0.000005	4082
RUSC2	0.000005	9853
SLFN12	0.000005	55106
GTDC1	0.000005	79712
MOB4	0.000005	25843
KRT32	0.000005	3882
SLC17A9	0.000005	63910
MIR27A	0.000005	407018
MIR27A	0.000005	
CHAC1	0.000005	79094
TAF5	0.000005	6877
PHF8	0.000005	23133
PHF8	0.000005	
IGLV2-23	0.000005	28813
UBE2T	0.000005	29089
ZNF204P	0.000005	7754
ZNF204P	0.000005	
MED26	0.000005	9441
FBXO22	0.000005	26263
KRT17P3	0.000005	729682
KRT17P3	0.000005	
KRT17P3	0.000005	
KRT17P3	0.000005	
ZDHHC5	0.000005	25921
ZDHHC5	0.000005	
SNHG7	0.000005	84973
VN1R10P	0.000005	387316
TRANK1	0.000005	9881
ELL2	0.000005	22936
NDUFV1	0.000005	4723
MYADM	0.000005	91663
SEC31B	0.000005	25956
SEC31B	0.000005	
SEC31B	0.000005	
NID1	0.000005	4811
NONO	0.000005	4841
NDRG4	0.000005	65009
NDRG4	0.000005	
PTEN	0.000005	5728
MED9	0.000005	55090
ZDHHC18	0.000005	84243
MID1	0.000005	4281
MYO5A	0.000005	4644
MYO5A	0.000005	
MIR410	0.000005	574434
TNC	0.000005	3371
OTUD4	0.000005	54726
OTUD4	0.000005	
OTUD4	0.000005	
MBNL3	0.000005	55796
RFXANK	0.000005	8625
C14orf119	0.000005	55017
KRT18P11	0.000005	3876
ZNF777	0.000005	27153
WDR12	0.000005	55759
SARM1	0.000005	23098
BCAS4	0.000005	55653
BCAS4	0.000005	
PIMREGP2	0.000005	402182
PIMREGP2	0.000005	
FLRT3	0.000005	23767
COL6A5	0.000005	256076
NKX3-1	0.000005	4824
MCIDAS	0.000005	345643
PRAM1	0.000005	84106
PRAM1	0.000005	
C9orf43	0.000005	257169
ZNF853	0.000005	54753
A1BG-AS1	0.000005	503538
ULK4	0.000005	54986
USHBP1	0.000005	83878
USHBP1	0.000005	
FUT2	0.000005	2524
SLC35D1	0.000005	23169
TRIML1	0.000005	339976
RGS13	0.000005	6003
DIRAS3	0.000005	9077
RPS29	0.000005	6235
DOCK4	0.000005	9732
ZSCAN18	0.000005	65982
DEFB126	0.000005	81623
SSR2	0.000005	6746
MIR127	0.000005	406914
RSAD1	0.000005	55316
QKI	0.000005	9444
GAGE2A	0.000005	729447
ATF6	0.000005	22926
B3GNT5	0.000005	84002
MCM5	0.000005	4174
SP2	0.000005	6668
ULK3	0.000005	25989
ULK3	0.000005	
ULK3	0.000005	
CASQ2	0.000005	845
NOS2	0.000005	4843
MBD1	0.000005	4152
MBD1	0.000005	
CRBN	0.000005	51185
CRBN	0.000005	
HOXA5	0.000005	3202
ACBD4	0.000005	79777
NPY	0.000005	4852
MIR145	0.000005	406937
MIR409	0.000005	574413
SLC66A1	0.000005	54896
KCNJ16	0.000005	3773
MKNK1	0.000005	8569
CHMP3	0.000005	51652
TP53BP2	0.000005	7159
SNORA70	0.000005	26778
NPRL3	0.000005	8131
LIAT1	0.000005	400566
LETMD1	0.000005	25875
LLPH	0.000005	84298
OR52E6	0.000005	390078
MCM10	0.000005	55388
NCBP2	0.000005	22916
PEDS1-UBE2V1	0.000005	387522
PRRG3	0.000005	79057
MYPN	0.000005	84665
MYPN	0.000005	
VWC2L	0.000005	402117
NINJ2	0.000005	4815
CCR2	0.000005	729230
DCAKD	0.000005	79877
GPX6	0.000005	257202
FOXP2	0.000005	93986
HACD1	0.000005	9200
C1orf198	0.000005	84886
C1orf198	0.000005	
C1orf198	0.000005	
GUSBP11	0.000005	91316
TBCCD1	0.000005	55171
TBCCD1	0.000005	
RNU12-2P	0.000005	26823
MS4A6E	0.000005	245802
TMEM33	0.000005	55161
GATD3	0.000005	8209
GATD3	0.000005	
FUT6	0.000005	2528
HSPA1B	0.000005	3304
TFIP11	0.000005	24144
TFIP11	0.000005	
TAF1C	0.000005	9013
TAF1C	0.000005	
TAF1C	0.000005	
TAF1C	0.000005	
CASP4LP	0.000005	643733
CASP4LP	0.000005	
CASP4LP	0.000005	
SOX7	0.000005	83595
EPC2	0.000005	26122
EPC2	0.000005	
EPC2	0.000005	
PARD6B	0.000005	84612
DGCR6L	0.000005	85359
ARAP3	0.000005	64411
RAX	0.000005	30062
MAST2	0.000005	23139
WRNIP1	0.000005	56897
CCSER1	0.000005	401145
USP9Y	0.000005	8287
KRT88P	0.000005	85348
PPAN	0.000005	56342
ST6GALNAC3	0.000005	256435
CD46	0.000005	4179
TMEM204	0.000005	79652
SPATA7	0.000005	55812
SLC23A2	0.000005	9962
PAK2	0.000005	5062
PAK2	0.000005	
TTYH1	0.000005	57348
TTYH1	0.000005	
ONECUT2	0.000005	9480
ONECUT2	0.000005	
ONECUT2	0.000005	
TRIR	0.000005	79002
TTC27	0.000005	55622
KLHL18	0.000005	23276
KLHL18	0.000005	
RNF216	0.000005	54476
TRPM3	0.000005	80036
HPGDS	0.000005	27306
HPGDS	0.000005	
SLC2A3	0.000005	6515
RPL7AP36	0.000005	728179
DLGAP2	0.000005	9228
ZNF80	0.000005	7634
CASP4	0.000005	837
CASP4	0.000005	
CASP4	0.000005	
RETNLB	0.000005	84666
NOL7	0.000005	51406
KRT19	0.000005	3880
KRT19	0.000005	
KRT19	0.000005	
KRT19	0.000005	
KRT19	0.000005	
CD24P4	0.000005	938
TRBV4-1	0.000005	28617
CASC2	0.000005	255082
MYH8	0.000005	4626
MYH8	0.000005	
QRICH1	0.000005	54870
TAS2R40	0.000005	259286
SKA2	0.000005	348235
SMPD3	0.000005	55512
SEC22A	0.000005	26984
OR4F29	0.000005	729759
OR4F29	0.000005	
NALF1	0.000005	728215
NALF1	0.000005	
FAM83G	0.000005	644815
HTR7	0.000005	3363
HTR7	0.000005	
RNF126P1	0.000005	376412
MAOB	0.000005	4129
CALM1	0.000005	801
TAF1	0.000005	6872
SLC4A2	0.000005	6522
B3GALT1	0.000005	8708
SYT4	0.000005	6860
SCARNA2	0.000005	677766
SCARNA2	0.000005	
SLC25A27	0.000005	9481
OR8U9	0.000005	504190
LINC00642	0.000005	400238
SPINK9	0.000005	643394
SERPINA11	0.000005	256394
F11-AS1	0.000005	285441
ADPRS	0.000005	54936
DUOXA1	0.000005	90527
INA	0.000005	9118
TRAF2	0.000005	7186
INTS15	0.000005	79034
INTS15	0.000005	
GJD4	0.000005	219770
ENTPD1-AS1	0.000005	728558
GABPB1	0.000005	2553
XIST	0.000005	7503
XIST	0.000005	
C2orf80	0.000005	389073
AFP	0.000005	174
TCAF1	0.000005	9747
SMIM20	0.000005	389203
C2CD2L	0.000005	9854
OAS3	0.000005	4940
C14orf180	0.000005	400258
C14orf180	0.000005	
C14orf180	0.000005	
DNAJB8-AS1	0.000005	285224
DNAJB8-AS1	0.000005	
KRTAP1-1	0.000005	81851
NFYB	0.000005	4801
NFYB	0.000005	
NFYB	0.000005	
GSN	0.000005	2934
C10orf143	0.000005	387723
CAPN13	0.000005	92291
CUEDC2	0.000005	79004
EGFL8	0.000005	80864
MARCO	0.000005	8685
ZDHHC3	0.000005	51304
ATP1B2	0.000005	482
ATP1B2	0.000005	
OR1L1	0.000005	26737
MORN2	0.000005	729967
FOXRED2	0.000005	80020
GLYCAM1	0.000005	644076
OR4A8	0.000005	81315
ARHGEF10	0.000005	9639
ANXA8L1	0.000005	728113
CDY1B	0.000005	253175
SURF1	0.000005	6834
CFAP73	0.000005	387885
MDS2	0.000005	259283
TMEM236	0.000005	653567
KRTAP19-2	0.000005	337969
ATP5MK	0.000005	84833
ATP5MK	0.000005	
SETD1A	0.000005	9739
ZNF195	0.000005	7748
ZNF195	0.000005	
ZNF195	0.000005	
PDIA3	0.000005	2923
KY	0.000005	339855
OR1E1	0.000005	8387
THAP9	0.000005	79725
PPP5C	0.000005	5536
ZDHHC20	0.000005	253832
ZDHHC20	0.000005	
S100G	0.000005	795
G0S2	0.000005	50486
MARK1	0.000005	4139
CLDN25	0.000005	644672
EBPL	0.000005	84650
LINC00683	0.000005	400660
ATXN7L3B	0.000005	552889
ATXN7L3B	0.000005	
PGLS	0.000005	25796
INTS3	0.000005	65123
IQCE	0.000005	23288
TLE4	0.000005	7091
NIBAN2	0.000005	64855
PAK6	0.000005	56924
PAK6	0.000005	
SPATA31A3	0.000005	727830
SPATA31A3	0.000005	
ZNF444	0.000005	55311
BMP4	0.000005	652
H4C8	0.000005	8365
MRTO4	0.000005	51154
FNBP1	0.000005	23048
PVR	0.000005	5817
